las_county;las_numb;residency;grid;name;sex;age;residence yrs;birth_inf;birth_mot;birth_fat;school;comment
ROXBURGH;20;Denholm;36/5618;J.E.D.B.;f;54;30;Stobs;Appletreehall;Wiltonburn;;
ROXBURGH;21a;Hawick;36/5014;R.B.;m;65;55;Hawick;same;same;;
ROXBURGH;21b;Hawick;36/5014;B.P.E.;m;54;51;Hawick;Nottingham;Hawick;;
ROXBURGH;21c;Hawick;36/5014;I.C.H.;f;75;72;Hawick;Jedburgh;Roberton;;
ROXBURGH;21d;Hawick;36/5014;J.L.;m;43;2½;Denny, Stirlingshire;Denny, Stirlingshire;Coatbridge, Lanarkshire;;
ROXBURGH;21e;Hawick;36/5014;I.D.T.;f;42;–;Hawick;Carluke, Lanarkshire;Hawick;;
ROXBURGH;21f;Hawick;36/5014;J.T.;m;57;38;Edgerston;Jedburgh;Jedburgh;;
ROXBURGH;22;Gatehousecote;36/5812;A.M.H.;f;38;23;Gatehousecote;Crowton, Cheshire;Hindhope, Jedburgh;;
ROXBURGH;23;Mackside;36/6010;T.G.T.;m;66;44;Edgerston Rigg;Edgerston;Bedrule;;
ROXBURGH;24;Swineside Hall;36/7216;J.D.;m;64;62;Swineside Hall, Oxnam;Swineside Hall, Oxnam;Swineside, Townfoot;;
ROXBURGH;25;Teviothead;36/4005;M.H.M.;f;65;20;Fraserburgh, Aberdeenshire;Fraserburgh, Aberdeenshire;St Fergus, Aberdeenshire;;
ROXBURGH;26;Cogsmill  (Sch.);36/5108;–.W.;f;63;3;Hobkirk;Oxnam;Teviotdale;;
ROXBURGH;27;Riccarton Junction;35/5393;J.H.;f;88;20;Canonbie, Dumfriesshire;same;same;;
ROXBURGH;28;Newcastleton;36/4887;J.B.;m;75;75;Newcastleton;Castleton;–;;
DUMFRIES;1a;Kirkconnel;26/7312;W.B.;m;–;67;Nethercairn, Kirkconnel;Kirkconnel;Kirkconnel;;
DUMFRIES;1b;Kirkconnel;26/7312;T.D.;m;–;90;Kirkconnel;same;same;;
DUMFRIES;2;Wanlockhead;26/8712;R.D.;m;74;71;Wanlockhead;same;same;;
DUMFRIES;3;Mennock;26/8107;J.R.;m;73;42;Lochrutton, Kirkcudbrightshire;New Abbey, Kirkcudbrightshire;New Abbey, Kirkcudbrightshire;;
DUMFRIES;4;Mid-Nithsdale;26/8603;T.E.M.l.;m;46;1;Thornhill;Thornhill;Crocketford, Kirkcudbrightshire;;
DUMFRIES;5;Durisdeer;26/8903;W.H.;m;55;48;Galston, Ayrshire;same;same;;
DUMFRIES;6;Moffat;36/0805;E.A.;f;74;74;Moffat;Moffat;Ettrick, Selkirkshire;;
DUMFRIES;7;Beattock;36/0702;W.W.;m;68;68;Palace Knowe;Kirkmichael;Kirkpatrick-Juxta;;
DUMFRIES;8a;Moniaive;25/7790;–.C.;f;54;52;Moniaive;Moniaive;Kirkmichael;;
DUMFRIES;8b;Moniaive;25/7790;W.H.;m;66;63;Stewarton;same;same;;
DUMFRIES;9;Carronbridge;25/8697;A.J.H.;f;54;50;Carronbridge;Carronbridge;Durisdeer;;
DUMFRIES;10;Thornhill;25/8795;W.M.M.;m;45;17;Coshogle, Durisdeer;Croydon, Mddx.;lngleston, Durisdeer;;
DUMFRIES;11;Penpont;25/8494;M.M.;f;72;63;Tynron;Glencairn parish;Patna Parish, Ayrshin;;
DUMFRIES;12;Closeburn;25/8992;T.S.;m;71;71;Closeburn;Closeburn;Stoup;;
DUMFRIES;13;Gatelawbridge;25/9096;F.F.;m;75;69;New Cumnock, Ayrshire;Christchurch, Hants.;Closeburn;;
DUMFRIES;14;Wamphray;35/1296;W.E.;m;60;18;Crawford, Lanarkshire;–;–;;
DUMFRIES;15;Johnstonebridge;35/1092;M.F.;f;65;40;Hoddam;Kirkpatrick  Fleming;Ecclefechan;;
DUMFRIES;16;Boreland;35/1690;J.H.;m;79;75;Boreland;Ayrshire;Johnstone;;
DUMFRIES;17a;Eskdalemuir;35/2597;–.M.;f;;60;–;–;–;;
DUMFRIES;17b;Eskdalemuir;35/2597;C.M.;f;80;60;Fife;Perthshire;Perthshire;;
DUMFRIES;18;Bentpath;35/3190;R.J.;m;71;25;Kirktonhill;Ecclefechan;Billholmshiel, Westerkirk;;
DUMFRIES;19;Dunscore;25/8682;T.E.;m;65;63;Dunscore;Dunbar, East Lothian;lrongray;;
DUMFRIES;20;Newtonairds;25/8980;R.S.;m;75;52;Midlothian;Aberdeenshire;Peeblesshire;;
DUMFRIES;21a;Auldgirth;25/9086;G.B.;f;54;18;Glasgow, Lanarkshire;England;Ireland;;
DUMFRIES;21b;Auldgirth;25/9086;W.A. R.;m;47;35;Dunscore;Sorn, Ayrshire;Mauchline, Ayrshire;;
DUMFRIES;22;Duncow;25/9683;M.J.S.;f;82;82;Duncow;Duncow;Dumfries;;
DUMFRIES;23;Parkgate;35/0288;–.L.;f;–;–;–;–;–;;
DUMFRIES;24;Amisfield Town;35/0082;J.L.;m;85;82;Tinwald;same;same;;
DUMFRIES;25;Lochmaben;35/0882;P.A.C.;m;64;60;Tynninghame, East Lothian;Carron;Stenton, East Lothian;;
DUMFRIES;26;Newbigging;35/1489;R.J.;m;58;5½;Lockerbie;Beattock;Lockerbie;;
DUMFRIES;27;Dryfesdalegate;35/1182;G.B.;m;63;57;Applegarth;Ruthwell;Canonbie;;
DUMFRIES;28;Corriemains;35/1982;A.A.;m;–;–;–;–;–;;
DUMFRIES;29;Langholm;35/3684;J.B.W.;f;60;60;Langholm;Canonbie;Langholm;;
DUMFRIES;30;Newbridge;25/9479;J.F.;m;54;45;Glasgow, Lanarkshire;–;–;;
;;Holywood;;J.C.;m;33;30;Glasgow, Lanarkshire;–;–;;
;31a;Dumfries;25/9776;J.D.;m;66;31;Kirkgunzeon, Kirkcudbrightshire;Dumfries;Kirkgunzeon, Kirkcudbrightshire;;
;31b;Dumfries;25/9776;J.C.J.;m;50;41;Dumfries;same;same;;
;31c;Dumfries;25/9776;W.J.;m;46;46;Dumfries;–;–;;
;31d;Dumfries;25/9776;T.M.;m;50;45;Moffat;Lockerbie;Stranraer, Wigtownshire;;
;31e;Oumfries;25/9776;J.M.;f;64;61;Dumfries;Dumfriesshire;Dumfriesshire;;
;31f;Dumfries;25/9776;;;;;;;;;St Andrew's Girls' High School.
;32;Torthorwald;35/0378;G.J.M.;f;64;12¼;Lockerbie;Lockerbie;Glasgow, Lanarkshire;;
;33;Hightae;35/0978;M.L.;f;74;70;Hightae;Wigtownshire;Hightae;;
;34;Lockerbie;35/1477;D.D.B.;m;47;17;Ireland;Perth;Pitlochry, Perthshire;;
;35;Ecclefechan;35/1974;J.R.;m;87;77;Lockerbie;Dryfesdale;Lockerbie;;
;36;Brydekirk;35/1870;D.J.T.;m;54;51;Brydekirk;Near Annan;Manchester, Lancs.;;
;37;Middlebie;35/2176;M.I.;f;61;50;Middlebie;Canonbie;Canonbie;;
;38;Eaglesfield;35/2374;A.B.C.;m;56;21;Glasgow, Lanarkshire;Stirlingshire;Islay, Argyllshire;;
;39;Canonbie;35/3976;N.T.;f;50;50;Glasgow, Lanarkshire;Larkhall, Lanarkshire;Canonbie;;
;40;Becktonhall;35/3072;T.I.;m;49;46;Chapel knowe;Cumberland;Cumberland;;
;41;Glencaple;25/9968;I.T.;f;59;59;Dumfries;New Cumnock, Ayrshire;Glasgow, Lanarkshire;;
;42;Glenhowan Farm, Caerlaverock;35/0166;J.E.;m;60;57;Glenhowan Farm, Caerlaverock;Dumfries;Glenhowan Farm, Caerlaverock ;;
;43;Blacketlees;35/1868;G.A.;m;–;–;–;–;–;;
;44;Cummertrees;35/1366;A.F.;m;82;–;Dumfries;Dumfries;Cummertrees;;
;45a;Annan;35/1966;–.C.;f;76;40;Middlebie;Ecclefechan;Ecclefechan;;
;45b;Annan;35/1966;J.W.;m;73;71;Annan;Breconbeds, nr Annan;Annan;;
;46;Eastriggs;35/2466;J.S.;m;54;14;Dornock;same;same;;
;47;Rigg of Gretna;35/2966;T.F.;m;64;64;Mount Pleasant;Canonbie;Stonehaven, Kincardineshire;;
;48;Springfield;35/3208;M.H.J.;f;39;36;Springfield;Springfield;Rigg;;
;49;Gretna;35/3167;R.J.L.;m;;;;;;;Information obtained from local residents.
KIRKCUDBRIGHT;1;Carsphairn;25/5693;I.H.B.;f;69;21;Carsphairn;Edinburgh, Midlothian;Carsphairn;;
;2;Dairy;25/6281;W.W.;m;74;46½;Glencairn, Dumfriesshire;Carsphairn;Glencairn, Dumfriesshire;;
;3;Balmaclellan;25/6579;J.M.;f;57;54;Balmaclellan;same;same;;
;4;New Galloway;25/6377;A.B.;m;;;Thornhill;same;same;;
;5;Mossdale;25/6570;C.W.;f;79;72;Glasgow, Lanarkshire;Bridge-of-Dee;Kirkpatrick-Durham;;
;6;Diamonds Laggan;25/7171;J.R.;m;55;33;Kells;Tongland;Creetown;;
;7;Kirkpatrick-Durham;25/7870;M.J.M.;f;77;40;Kirkpatrick-Durham;Kirkcudbright;Twynholm;;
;8;Bomerick;25/9076;W.A.W.;m;69;55;Glenkiln;Buittle;Glenkiln;;
;9;Drumsleet (Sch.);25/9474;J.J.M.;f;65;15;Crocketford;Kirkcudbrightshire;Dumfriesshire;;
;10;Laurieston;25/6865;A.L.;m;;;;;;;Information obtained from various local residents.
;11;Kirkmichael;25/7562;W.S.;m;75;40;Crossmichael;–;–;;
;12a;Castle Douglas;25/7662;J.S.P.;f;61;50;Beith, Ayrshire;same;same;;
;12b;Castle Douglas;25/7662;P.T.;m;71;60;Castle Douglas;Castle Douglas;Ireland;;
;13;Killymingan;25/8567;J.C.;m;;;Kirkgunzeon;;Kirkgunzeon;;
;14;Hardgate (Sch.);25/8166;T.F.;m;44;5;lnverurie, Aberdeenshire;Aberdeenshire;Aberdeenshire;;
;15a;Dalbeattie;25/8361;M.A.G.;f;64;61;Dalbeattie;Glenluce, Wigtownshire;Corsock;;
;15b;Dalbeattie;25/8361;M.M.L.;f;26;20;Dalbeattie;Kirkpatrick-Durham;Dalbeattie;;
;16;New Abbey;25/9666;W.A.M.;m;59;50;Lincluden, Dumfriesshire;Maxwelltown, Dumfriesshire;Crocketford, Dumfriesshire;;
;17;Creetown;25/4758;A.B.;m;87;84;Anwoth;Anwoth;Gretna, Dumfriesshire;;
;18;Skyreburn (Sch.);25/5754;M.U.;f;–;0.25;Chester, Cheshire;same;same;;
;19;Kirkdale (Sch.);25/5153;J.P.W.;m;46;1;Leadhills, Lanarkshire;Hutton, Dumfriesshire;Leadhills, Lanarkshire;;
;20;Ringford;25/6857;W.M.;m;–;–;–;–;–;;
;21a;Kirkcudbright;25/6851;J.G.;m;61;58;Kirkcudbright;Dundrennan;Kirkcudbright;;
;21b;Kirkcudbright;25/6851;G.C. H.;m;50;47;Kirkcudbright;Kirkcudbright;Castle Douglas;;
;21c;Kirkcudbright;25/6851;N.M.;m;66;30;Inverness-shire;Inverness-shire;Argyllshire;;
;22;Breoch Cottage, Gelston;25/7759;J.G.;m;57;54;Breoch Cottage, Gelston;Kirkpatrick-Durham;Breoch Farm, Gelston;;
;23;Palnackie;25/8156;J.C.;f;–;50;Palnackie;–;–;;
;;;;M.H.;f;–;40;Creetown;–;–;;
;24;Lochside, Colvend;25/8654;C.S.M.;m;82;23;Southwick;Irvine, Ayrshire;Cumnock, Ayrshire;;
;25;Kirkbean;25/9859;J.C.;m;57;54;Southerness, Kirkbean;Hardgate;Loaningfoot, Kirkbean;;
;26;Southwick;25/9258;R.J.;m;;;;;;;Information obtained from local inhabitants.
KIRKCUDBRIGHT;27;Dundrennan;25/7447;–.C.;f;61;58;Dundrennan;Dundrennan;Balmachie;;
WIGTOWN;1;Creebank;25/3476;A.M.M.;m;48;42;Kingston-upon-Thames, Greater London;Newton-Stewart;Newton-Stewart;;
WIGTOWN;2;Cairnryan;25/0668;E.M.;f;64;30;Kirkcolm;same;same;;
WIGTOWN;3;Beoch, Stranraer;25/0865;J.H.M.;m;50;21;Glenluce;Barrhill, Ayrshire;Stoney kirk;;
WIGTOWN;4;Leswalt;25/0163;-.L.;f;;;;;;;
WIGTOWN;5a;Stranraer;25/0660;A.H.;m;80;50;Kirkcolm;Wigtownshire;Kirkcolm;;
WIGTOWN;5b;Stranraer;25/0660;J.M.;m;58;27;Glenluce;same;same;;
WIGTOWN;6;Dhuloch (Sch.);25/0960;J.H.R.;m;54;7;Kirkmuirhill, Lanarkshire;Strathaven, Lanarkshire;Auchenheath,  Lanarkshire;;
WIGTOWN;7;Challoch;25/3867;M.F.M.C.;f;;;;;;;Completed with help of various local residents.
WIGTOWN;8;Newton-Stewart;25/4165;J.M.;f;62;55;Kirkcowan;Inch;Kirkmabreck, Kirkcudbrightshire ;;
WIGTOWN;9;Dunragit;25/1557;J.D.B.;f;48;45;Newton-Stewart;Wigtown;Newton-Stewart;;
WIGTOWN;10;Wigtown;25/4355;T.G.;m;67;–;Newton-Stewart;Newton-Stewart;Creetown;;
WIGTOWN;11;Barglass;25/4151;W.C.;m;70;70;Barglass;Kirkinner;Barglass;;
WIGTOWN;12;Kirk of Mochrum;25/3446;W.M.;m;58;40;Balmaclellan, Kirkcudbrightshire;New Galloway, Kirkcudbrightshire;Balmaghie, Kirkcudbrightshire;;
WIGTOWN;13;Port William;25/3343;A.M.;m;87;40;Auchengallie, Mochrum;Chilcarroch;Milton;;
WIGTOWN;14;Monreith;25/3641;J.A.M.;f;51;21;Moffat, Dumfriesshire;Upper Lanarkshire;Upper Lanarkshire;;
WIGTOWN;15;Whauphill;25/4049;P.W.W.;m;53;50;Monreith;Govan, Glasgow, Lanarkshire;Govan, Glasgow, Lanarkshire;;
WIGTOWN;16;Whitehills;25/4546;J.K.W.;m;47;33;Glasserton;Sorbie;Port William;;
WIGTOWN;17;Drummore;25/1336;J.A.;f;–;–;–;–;–;;
WIGTOWN;18;Isle of  Whithorn;25/4736;T.R.;m;–;–;–;–;–;;
NORTHUMBERLAND;1a;Berwick-on-Tweed;36/9953;–.B.;f;52;40;Scremerston;Berwick-on-Tweed;Glasgow, Lanarkshin;;
NORTHUMBERLAND;1b;Berwick-on-Tweed;36/9953;L.F.G.;m;52;38;Gateshead;Flintshire, Wales;Perth;;
NORTHUMBERLAND;1c;Berwick-on-Tweed;36/9953;W.M.;m;61;50;Berwick-on-Tweed;Nesbit;Howtel;;
NORTHUMBERLAND;2a;Norham-on-Tweed;36/8947;J.W.G.E.;m;60;32;nr. Cornhill-on-Tweed;Chirnisde, Berwickshire;Cornhill-on-Tweed;;
NORTHUMBERLAND;2b;Norham-on-Tweed;36/8947;M.A.J.;f;60;29;nr. Berwick-on-Tweed;Ancroft;Harelaw, Berwickshir;;
NORTHUMBERLAND;3;Duddo;36/9342;J.O.K.;f;–;–;–;–;–;;
NORTHUMBERLAND;4;Cheswick;46/0346;C.D.;f;80;50;Lowick;Horncliff;Lowick;;
NORTHUMBERLAND;5;Beal;46/0642;–;–;–;–;–;–;–;;
NORTHUMBERLAND;6;Fenwick, Beal;46/0640;J.D.G.;–;–;–;–;–;–;;
NORTHUMBERLAND;7;Holy Island;46/1342;G.R.;m;50;3;West Sleekburn;Dinnington;Pegswood, nr.  Morpe;;
NORTHUMBERLAND;8;Wark-on-Tweed;36/8238;F.C.;m;39;1;Bedlington;Bedlington;Newcastle-upon-Tyne;;
NORTHUMBERLAND;9;Mindrum;36/8533;C.B.C.;m;–;–;–;–;–;;
NORTHUMBERLAND;10;Crookham;36/9138;–.R.;f;61;58;Crookham;Spittal;Berwick-on-Tweed;;
NORTHUMBERLAND;11;Branxton;36/9037;W.R.;m;64;62;Branxton;Tillmouth;Branxton;;
NORTHUMBERLAND;12;Ford;36/9437;I.H.M.;f;–;–;–;–;–;;
NORTHUMBERLAND;13;North Doddington;36/9935;W.W.;m;47;29;Kilham;Blythe, Berwicksh ire;Venchen, Roxburgh-shire;;
NORTHUMBERLAND;14;Milfield;36/9333;W.H.W.;m;58;23;Rothbury;Ingram;Rothbury;;
NORTHUMBERLAND;15;Kirknewton;36/9130;A.S.;m;65;48;Goswick;Allerdean, nr. Berwick;Bowmonthill, Mindrum;;
NORTHUMBERLAND;16;South Hazelrigg;46/0532;R.B.;m;45;9;East Horton, Chatten;Norham;Doddington;;
NORTHUMBERLAND;17;Bamburgh;46/1835;M.J.R.;f;61;58;Bamburgh;Bare Lees, Ford;North Sunderland;;
NORTHUMBERLAND;18;Belford;46/1033;J.H.;m;45;6;Beanley;Chatton;Alnwick;;
NORTHUMBERLAND;19a;Cornhill-on-Tweed;36/8639;W.J.;m;59;24;Donaldson's Lodge;Prior House;Donaldson's  Lodge;;
NORTHUMBERLAND;19b;CornhilI-on-Tweed;36/8639;T.J.;m;70;70;Cornhill-on-Tweed;Newcastle-on-Tyne;Cornhill-on-Tweed;;
NORTHUMBERLAND;20a;Wooler;36/9928;W.B.;m;76;72;Belford;Glendale;Berwickshire;;
NORTHUMBERLAND;20b;Wooler;36/9928;W.D.;m;74;72;Wooler;same;same;;
NORTHUMBERLAND;21;Goldscleugh;36/9123;R.J.;m;46;24;Goldscleugh;Harbottle;Newcastleton, Roxburghshire;;
NORTHUMBERLAND;22;Chatten;46/0528;;;;;;;;;Information obtained from various people.
NORTHUMBERLAND;23;Beadnell;46/2329;E.M.E.;m;–;–;–;–;–;;
NORTHUMBERLAND;24a;Embleton;46/2322;J.E.B.;m;45;6;Newton-by-the-Sea;Shilbottle;Newton-by-the-Sea;;
NORTHUMBERLAND;24b;Embleton;46/2322;J.S.B.;m;72;70;Embleton;Swinhoe;Lucker;;
NORTHUMBERLAND;25;Alnham;36/9910;C.B.;f;–;23;Belsay;Norham;Norham;;
NORTHUMBERLAND;26;Ingram;46/0116;E.P.;f;48;28;Alnwick;Alnwick;Forres, Inverness-shire;;
NORTHUMBERLAND;27;Glanton;46/0714;C.D.;f;75;70;Glanton;same;same;;
NORTHUMBERLAND;28;Eglingham;46/1019;T.B.B.;m;83;81;Eglingham;Embleton;Eglingham;;
NORTHUMBERLAND;29a;Alnwick;46/1813;G.A.;m;84;48;Longhorsley;Morpeth;Felton;;
NORTHUMBERLAND;29b;Alnwick;46/1813;E.S.;m;78;75;South Charlton;Yorkshire;South Charlton;;
NORTHUMBERLAND;29c;Alnwick;46/1813;G.H.T.;m;35;33;Alnwick;Embleton;Warenford;;
NORTHUMBERLAND;29d;Alnwick;46/1813;T.W.;m;37;–;Alnwick;same;same;;
NORTHUMBERLAND;29e;Afnwick;46/1813;J.Y.;m;34;32;Alnwick;same;same;;
NORTHUMBERLAND;29f;Alnwick;46/1813;;;;;;;;;Alnwick  Young Farmers' Club
NORTHUMBERLAND;30;Dunstan;46/2419;J.B.;m;59;26;Choppington;same;same;;
NORTHUMBERLAND;31;Rennington;46/2118;F.T.M.;m;71;60;London;Suffolk;Rennington;;
NORTHUMBERLAND;32;Howick;46/2517;E.L.T.;f;;;;;;;Assisted by other inhabitants of Howick.
NORTHUMBERLAND;33a;Alnmouth;46/2410;C.E.;f;76;76;Alnmouth;Coldingham, Berwickshire;Alnmouth;;
NORTHUMBERLAND;33b;Boulmer (Sch.);46/2614;J.E.S.;f;61;22;Alnwick;Alnwick;Denwick;;
NORTHUMBERLAND;34a;Harbottle;36/9304;M.M.;f;49;6;Cartington;Hepscott;North Heugh;;
NORTHUMBERLAND;34b;Harbottle;36/9304;D.T.;m;48;12;Southdean, Roxburghshire;–;–;;
NORTHUMBERLAND;35;Campville;36/9402;E.M.;m;67;;Warkworth;same;same;;
NORTHUMBERLAND;36;Flotterton;36/9902;W.M.;m;54;14;Netherton, Thropton;Sharperton, Thropton;Netherton, Thropton;;
NORTHUMBERLAND;37;Rothbury;46/0501;M.F.M.;f;62;59;Rothbury;Rothbury;Cockermouth, Cumb.;;
NORTHUMBERLAND;38;ShiIbottle;46/1908;W.M.D.;m;64;26;Warkworth;Berwick;–;;
NORTHUMBERLAND;39;Newton-on-the-Moor;46/1705;A.E.;m;;;;;;;Compiled with help of various local residents.
NORTHUMBERLAND;40a;Warkworth;46/2406;N.G.;m;44;3;Amble;Alnmouth;Leeds, Yorks.;;
NORTHUMBERLAND;40b;Warkworth;46/2406;H.I.M.;f;63;4;Amble;same;same;;
NORTHUMBERLAND;41a;Amble;46/2604;A.R.C.;f;67;67;Amble;Alnwick;Newcastle-on-Tyne;;
NORTHUMBERLAND;41b;Amble;46/2604;W.B.D.;m;54;54;Amble;–;–;;
NORTHUMBERLAND;41c;Amble;46/2604;R.L.;m;78;60;Wooler;nr. Wooler;Redden, nr. Kelso Roxburghshire;;
NORTHUMBERLAND;41d;Amble;46/2604;R.L.;m;65;65;Amble;same;same;;
NORTHUMBERLAND;42;Kielder;35/6293;R.W.H.;m;27;24;Kielder;same;same;;
NORTHUMBERLAND;43;Rochester;35/8398;J.A.;m;76;74;Rochester;same;same;;
NORTHUMBERLAND;44;Otterburn;35/8893;G.W.;m;64;61;Otterburn;Cumberland;Otterburn;;
NORTHUMBERLAND;45;East Thirston;45/1999;E.M.T.;f;56;53;East Thirston, Felton;West Thirston, Felton;nr. Seahouses;;
NORTHUMBERLAND;46;Netherwitton;45/1090;E.P.H.;f;54;9;Rothbury;Not known;Rothbury;;
NORTHUMBERLAND;47;Widdrington;45/2494;D.E.;f;54;54;Pegswood;Morpeth;Netherton;;
NORTHUMBERLAND;48;Tritlington;45/2092;J.E.A.;m;62;13;Craster;same;same;;
NORTHUMBERLAND;49;Ellington Village;45/2791;A.T.B.;f;74;47;Blake Law;Stannington;Blake Law;;
NORTHUMBERLAND;50;Lynemouth;45/2991;R. H.;m;68;22;Widdrington;Doddington;Gateshead-on-Tyne;;
NORTHUMBERLAND;51;Falstone;35/7287;J.R.C.;m;65;12;Hazelentonrigg;Cairn Glassenhope;Langburnshiels;;
NORTHUMBERLAND;52;The Eafs, Tarset;35/7686;S.D.;m;50;;Humshaugh;Hexham;Fenham, nr. Newcastle;;
NORTHUMBERLAND;53a;Hott Farm, Tarset;35/7785;L.D.;m;24;18;Australia;Capheaton;Hexham;;
NORTHUMBERLAND;53b;Greystead, Tarset;35/7785;P.R.;f;75;72;Tarset;Kielder;Greenhaugh, Tarset;;
NORTHUMBERLAND;54;Tarset;35/7885;A.G.T.;m;62;62;Tarset;Southdean Rigg, Roxburghshire;Hownan, Roxburghshire;;
NORTHUMBERLAND;55;West Woodburn;35/8986;J.M.R.;m;63;60;Dyke Nook;Haydon Bridge;Haydon Bridge;;
NORTHUMBERLAND;56;Bellingham;35/8383;R.J.B.;m;64;64;Bellingham;same;same;;
NORTHUMBERLAND;57;Kirkwhelpington;35/9984;J.R.S.;m;49;1;Belsay;Kirkley;Belsay;;
NORTHUMBERLAND;58;Mitford Half;45/1685;W.J.R.;m;70;70;Mitford;–;–;;
NORTHUMBERLAND;59a;Morpeth;45/1985;W.A.D.;m;63;33;Jarrow-on-Tyne, Co.;Hylton-on-Wear, Co.;Darlington, Co.;;
NORTHUMBERLAND;59b;Morpeth;45/1985;D.E.;m;75;29;Durham Horncliffe;Durham Roxburgh;Durham Horncliffe;;
NORTHUMBERLAND;59c;Morpeth;45/1985;I.H.;f;55;52;Camba;Belsay;Warworth;;
NORTHUMBERLAND;59d;Morpeth;45/1985;J.E.P.;f;60;18;Berwick-on-Tweed;Newcastle-on-Tyne;Newcastle-on-Tyne;;
NORTHUMBERLAND;59e;Morpeth;45/1985;F.S.;m;61;58;Morpeth;Morpeth;Hepscott;;
NORTHUMBERLAND;59f;Morpeth;45/1985;–;–;–;–;–;–;–;;
NORTHUMBERLAND;60;Longhirst;45/2289;E.R.;f;–;8;–;–;–;;
NORTHUMBERLAND;61;Pegswood;45/2287;M.D.;f;–;–;–;–;–;;
NORTHUMBERLAND;62a;Ashington;45/2687;J.H.B.;m;80;60;Banna Moor;Edlingham;Sanna Moor;;
NORTHUMBERLAND;62b;Ashington;45/2687;E.C.;f;49;46;Ashington;Netherton;Hartley;;
NORTHUMBERLAND;62c;Ashington;45/2687;E.H.G.;f;61;59;Ashington;Bellingham;Bellingham;;
NORTHUMBERLAND;62d;Ashington;45/2687;R.G.;m;74;72;Ashington;Belford;Belford;;
NORTHUMBERLAND;62e;Ashington;45/2687;R.A.R.;m;51;36;Blaydon-on-Tyne, Co. Durham;Allendale;Allendale;;
NORTHUMBERLAND;62f;Ashington;45/2687;–.R.;m;–;–;–;–;–;;
NORTHUMBERLAND;629;Ashington;45/2687;M.M.W.;f;59;56;Ashington;Northumberland;Scremerston;;
NORTHUMBERLAND;62h;Ashington;45/2687;R.H.W.;m;47;18;Shankhouse;Sunnyside, Co. Durham;Shankhouse;;
NORTHUMBERLAND;63;North Seaton (Sch.);45/2986;T.W.H.;m;55;8;Co. Durham;same;same;;
NORTHUMBERLAND;64a;Sheepwash;45/2585;A.R.F .;m;63;60;Barrow-in-Furness, Lancs.;Sunderland, Co. Durham;Newcastle-on-Tyne;;
NORTHUMBERLAND;64b;Guide Post;45/2585;J.C.S.;m;67;65;Choppington;Bothal;Earsdon;;
NORTHUMBERLAND;65a;Stakeford;45/2685;G.E.C.;m;66;19;Ravensworth, Co. Durham;Gateshead, Co. Durham;Greenside, Co. Durham ;;
NORTHUMBERLAND;65b;Stakeford;45/2685;P.S.;m;80;70;North Seaton;Northumberland;Leics.;;
NORTHUMBERLAND;;;;C.M.;f;75;70;North Seaton;Northumberland;Leics.;;
NORTHUMBERLAND;66;West Sleekburn;45/2784;C.R.H.;m;54;–;Newbiggin;Blyth;Newbiggin;;
NORTHUMBERLAND;67;Choppington;45/2583;G.S.;m;57;55;Choppington;Bedlington;Hepscott;;
NORTHUMBERLAND;68;Netherton;45/2382;E.F.;f;48;10;Whittingham;Lowick;Portobello, Midlothian;;Helped by various local residents.
NORTHUMBERLAND;69a;Bedlington;45/2581;W.D.E.;m;–;50;Bedlington;same;same;;
NORTHUMBERLAND;69b;Bedlington;45/2581;W.H .G.;m;69;39;Bedlington;Holywell, Flintshire, Wales;Bedlington;;
NORTHUMBERLAND;69c;Bedlington;45/2581;A.H.O.;–;–;–;–;–;–;;
NORTHUMBERLAND;69d;Bedlington;45/2581;R.O.;m;54;50;Bedljngton;same;same;;
NORTHUMBERLAND;69e;Bedlington;45/2581;R.S.;m;88;45;Earsdon;Cramlington;Earsdon;;
NORTHUMBERLAND;69f;Bedlington;45/2581;A.D.S.;m;46;43;Bedlington;Narberth, Wales;Bedlington;;
NORTHUMBERLAND;69g;Bedlington;45/2581;W.T.;m;67;22;Lowick;Gateshead-on-Tyne, Co. Durham;Shildon, Co. Durham;;
NORTHUMBERLAND;69h;Bedlington;45/2581;I.P.W.;f;48;45;Bedlington;same;same;;
NORTHUMBERLAND;70;Cowpen;45/2981;J.D.;m;36;22;Haltwhistle;Brampton, Cumberland;Newbiggin, Cumberland;;
NORTHUMBERLAND;71a;Newbiggin-by-Sea;45/3087;C.S.;f;72;40;Bedlington;same;same;;
NORTHUMBERLAND;71b;Newbiggin-by-Sea;45/3087;G.W.R.;m;44;42;Ashington;Haltwhistle;Ashington;;
NORTHUMBERLAND;71c;Newbiggin-by-Sea;45/3087;W.S.;m;72;27;South Shields;Glasgow;Knarsdale, Cumberland;;
NORTHUMBERLAND;71d;Newbiggin-by-Sea;45/3087;W.W.;m;59;42;North Shields;Sheepwash;Tynemouth;;
NORTHUMBERLAND;71e;Newbiggin-by-Sea;45/3087;;;;;;;;;School staff.
NORTHUMBERLAND;72a;Blyth;45/3181;J.C.;m;64;25½;Gateshead;Hexham;Hexham;;
NORTHUMBERLAND;72b;Blyth;45/3181;T.F.;m;75;75;Blyth;Lanarkshire;Norther Ireland;;
NORTHUMBERLAND;72c;Blyth;45/3181;F.H.;f;64;64;Blyth;Ashington;Blyth;;
NORTHUMBERLAND;72d;Blyth;45/3181;A.H.;m;75;73;Blyth;same;same;;
