las_county;las_numb;residency;grid;name;sex;age;residence yrs;birth_inf;birth_mot;birth_fat;school;comment
ARGYLL;7;Cullipool;17/7413;H.M.;m;60;57;Cullipool;Easdale;Black Mill Bay;;
ARGYLL;8;Ardchoonel .(Sch.I;17/9711;F.C.;f;33;6;Oban;Sutherlandshire;Oban;;
ARGYLL;9;Toberonochy;17/7408;P.M.;m;85;40;Glasgow, Lanarkshire;Luing;Seil;;
ARGYLL;10;Ford;17/8603;A.C.;m;41;38;Ford;South Uist;Appin;;
ARGYLL;11;Ardfern;17/8004;J.M.;m;64;30;Ardrishaig;Knapdale;Colonsay;;
ARGYLL;12;Ballymeanoch;16/8296;J.C.;m;75;10;North Knapdale ;Island of Jura ;North Knapdale ;;
ARGYLL;13;Kilmichael, Glassary ;16/8593;E.G.;f;–;–;Kilmichael;same;same;;
ARGYLL;14;Strathlachlan;26/0296;J.M.;m;78;74;Greenock, Renfrewshire  ;StrathlachIan;Greenock, Renfrewshire  ;;
ARGYLL;15;Ashfield (Sch.);16/7685;P.A.;f;28;13;Ardrishaig;Barnashalaig, Tayvallich ;Castle Sween, Achnamara  ;;
ARGYLL;16;Lochgilphead;16/8687;J.S.;m;51;15;Ardrishaig;Ardrishaig;Loanhead, Midlothian  ;;
ARGYLL;17;Clachan of Glendaruel ;16/9984;A.M.;m;–;5;Islay;–;–;;
ARGYLL;18;Blairmore;26/1982;T.M.;m;69;69;Strone;Kent, England ;Glencoe;;
ARGYLL;19;Kilmun;26/1781;R.S.;m;67;64;Kilmun;Kilwinning, Ayrshire ;Dairy, Ayrshire ;;
ARGYLL;20;Achahoish;16/7777;H.M.;f;46;5;Dunmore;Isle of Gigha ;Creag;;
ARGYLL;21;Tighnabruaich;16/9873;W.M.;m;79;79;Tighnabruaich;Tighnabruaich;Skipness, Kintyre ;;
ARGYLL;22;Fearn'ach Farm ;26/0176;D.B.;m;58;58;Fearn'ach Farm ;Tarbert;Fearn'ach Farm ;;
ARGYLL;23;Tarbert;16/8668;G.G.;m;72;72;Tarbert;Skipness;Kilberry ;;
ARGYLL;24;Clachan;16/7656;J.H.R.;f;44;5;Edinburgh, Midlothian ;Edinburgh, Midlothian ;Galashield, Selkirkshire;;
ARGYLL;25;Port Ellen, Isle of Islay ;16/3645;M.E.;f;48;43;Greenock, Renfrewshire ;Isle of Mull ;Isle of Islay ;;
ARGYLL;26;Ardminish, Isle of Gigha ;16/6448;D.M.;m;63;60;Parish of Gigha and Cara ;same;same;;
ARGYLL;27;Ferry House, Isle of Gigha ;16/6548;A.M.;m;78;75;Isle of Gigha ;Isle of Gigha ;Kintyre;;
ARGYLL;28;Rhunahaorine;16/7048;M.L.;f;45;30;Campbeltown;Campbeltown;Mull;;
ARGYLL;29;Kilmichael, Glassary ;16/7840;D.M.;m;67;15;Sunadale, Grogport ;Craigmore, Carradale Glen;Sunadale, Grogport ;;
ARGYLL;30;Glenbarr;16/6636;M.B.;f;65;55;Glenbarr;same;same;;
ARGYLL;31;Ugadale;16/7828;A.S.;m;75;25;Darlochan, Campbeltown  ;Campbeltown ;Darlochan;;
ARGYLL;32;Ballochgair;16/7727;J.S.;m;58;24;Carradale;Carradale;Strathaven, Lanarkshire  ;;
ARGYLL;33;Darlochan Farm, Campbeltown ;16/6823;W.M.S.;m;73;73;Darlochan Farm Campbeltown ;Campbeltown;Darlochan Farm, Campbeltown ;;
ARGYLL;34;Craigs;16/6923;T.V.;m;64;47;Drum Kilkenzie ;Peninver, Kintyre ;Dairy, Ayrshire ;;
ARGYLL;35;Machrihanish;16/6320;J.McN.;m;79;76;Machrihanish;Arbroath, Angus ;Machrihanish;;
ARGYLL;36;Campbeltown;16/7220;A.M.;m;32;20;Campbeltown;Southend, Kintyre ;Campbeltown;;
ARGYLL;37;Woodbank;16/6816;–.M.;f;80;16;Tangy;Gigha;Islay;;
ARGYLL;38;Culinlongart;16/6511;A.A.;m;49;49;Southend;same;same;;
ARGYLL;39;Southend;16/6908;A.M.;m;64;55½;Southend;same;same;;
ARGYLL;40;Aucharua;16/7008;D.B.;m;68;68;Aucharua;Dalrioch, Campbeltown;West Kilbridge, Ayrshire  ;;
BUTE;1a;Rothesay;26/0864;D.M.;f;62;–;North Bute;same;same;;
BUTE;1b;Rothesay;26/0864;E.M.;f;38;38;Port Bannatyne;Rothesay;Argyll;;
BUTE;1c;Rothesay;26/0864;W.M.;m;48;45;Rothesay;Kingarth;Mountstuart;;
BUTE;1d;Rothesay;26/0864;E.M.;f;53;50;Rothesay;Rothesay;Clachan, Argyllshire ;;
BUTE;1e;Rothesay;26/0864;A.M.O.;m;59;23;West Calder ;Bishop Auckland, Co. Durham ;Airdrie, Lanarkshire ;;
BUTE;2;Straad;26/0462;A.M.;f;47;44;Straad;Wishaw, Lanarkshire;Bute;;
BUTE;3;Kerrycroy;26/1061;E.C.;f;82;79;Kerrycroy;Bute;Cambushbarron, Stirlingshire ;;
BUTE;4;Gallachan;26/0757;J.M.;m;57;54;Bute;Maybole, Ayrshire;Bute;;
BUTE;5;Kingarth;26/0956;M.M.;f;68;25;Scoulag Moor Butts, Kingarth;Islay, Argyllshire;Scoulag Moor Butts, Kingarth;;
BUTE;6;Kilchattan Bay;26/0955;J.B.;f;64;64;Kingarth;Bute;Aryshire;;
BUTE;7;Lochranza;16/9250;E.I.B .;f;41;35;Machrie, Isle of  Arran;Paisley, Renfrewshire ;Machrie, Isle of Arran;;
BUTE;8a;Corrie;26/0243;R.L.;m;64;64;Corrie, Arran;Shiskine, Arran;Corrie, Arran;;
BUTE;8b;Corrie;26/0243;J.M.K.;f;59;40;Lamlash, Arran;Ardross, Ross-shire;Cardross, Dunbartonshire ;;
BUTE;9;Lamlash;26/0231;J.S.;m;67;67;Bradick, Arran;Northern Ireland;Bradick, Arran;;
AYR;1a;Largs;26/2059;H.S.M.;m;64;16;Newburgh, Fife;Markinch, Fife;Newburgh, Fife;;
AYR;1b;Largs;26/2059;J.Q.;m;37;–;Glasgow, Lanarkshire;Donegal, Eire;Antrim, Northern Ireland ;;
AYR;2a;Beith;26/3454;C.K.B.;;45;42;Beith;Muirkirk;Beith;;
AYR;2b;Beith;26/3454;R.R.F .;m;57;14;West Calder, Midlothian;same;same;;
AYR;3;Gateside;26/3653;A.W.D.;f;72;60;Parish of Dair y;Parish of  Dairy;Galston;;
AYR;4;Burnhouse;26/3850;M.G.B.;m;66;66;Kilbirnie;Greenhills, Beith;South Barr, Beith;;
AYR;5;Dairy;26/2949;W.B.S.;m;43;40;Dairy;Inver-Fearn, Ross-shire ;Dairy;;
AYR;6;West Kilbride;26/2048;J.H.G.;m;85;82;West Kilbride;same;same;;
AYR;7;Ardrossan;26/2342;J.M.N.;m;63;30;Carnoustie, Angus;Brechin,  Angus;Edzell, Angus;;
AYR;8a;Saltcoats;26/2441;W.D.K.;m;75;49;Dumfries;Lochfoot, Kirkcudbright ;Dumfries;;
AYR;8b;Saltcoats;26/2441;M.M.K.;f;57;57;Saltcoats;Beith;Lugton;;
AYR;9;Kilwinning;26/3043;R.H.;m;84;54;Glasgow, Lanarkshire;Dunfermline, Fife;St Ninians, Stirlingshire ;;
AYR;10;Cunninghamhead;26/3641;J.M.B.;m;44;1;Saltcoats;Saltcoats;Maybole;;
AYR;11;Dunlop;26/4049;M.C.G.;f;58;–;Dunlop;Dunlop;Hurlford;;
AYR;12a;Stewa r t on;26/4246;J.A.;m;41;38;Stewarton;Kirkconnel, Dumfr;Riccarton;;
AYR;12b;Stewarton;26/4246;C.K.R.;m;34;30½;Kilmarnock;Kilmarnock;Dover, Kent;;
AYR;13;Fenwick;26/4643;R.W.;m;78;75;Fenwick;Fenwick;Beith;;
AYR;14;Kilmaurs;26/4141;G.W.;m;78;–;Kilmaurs;Ayr;Ayr;;
;;;;J.S.;m;63;–;Galston;Hurlford;Galston;;
AYR;15;Moscow;26/4840;J.A.M.;m;44;1½;Bellshill, Lanarkshire;same;same;;
AYR;16a;Irvine;26/3239;J.S.B.;m;73;66;Irvine;Irvine;Paisley, Renfrewshire;;
AYR;16b;Irvine;26/3239;W.D.J.;m;49;3½;Glasgow, Lanarkshire;Dumfries;Dumfries;;
AYR;17;Crosshouse;26/3938;E.W.B.;f;47;35;Bathgate, West Lothian;Lochgoilhead, Argyllshire;Glasgow, Lanarkshire;;
AYR;18a;Troon;26/3231;J.K.;m;56;49;Monkton, Fife;Muirkirk;Coylton;;
AYR;18b;Troon;26/3231;A.M.;m;45;4;Edinburgh, Midlothian;Perth;Edinburgh, Midlothian ;;
AYR;19;Symington;26/3831;D.F.;m;58;30;Kilmarn ock;Darvel;Cumnock;;
AYR;20a;Kilmarnock;26/4238;J.H.;f;58;25;Dreghorn;Mauchline;Dreghorn;;
AYR;20b;Kilmarnock;26/4238;E.S.S.;f;63;–;Kilmarnock;Stewarton;Ayr;;
AYR;20c;Kilmarnock;26/4238;J.S.;f;66;43;Craigie Parish;Sorn;Craigie Parish;;
AYR;20d;Kilmarnock;26/4238;S.H.S.;m;50;30;Kilmarnock;Troon;Irvine;;
AYR;20e;Kilmarnock;26/4238;A.C.M.;f;73;73;Kilmarnock;Riccarton;Auchinew, Isle of Arran, Bute;;
AYR;20f;Kilmarnock;26/4238;J.Q.;m;76;70;Kilmarnock;same;same;;
AYR;20g;Kilmarnock;26/4238;J.M.W.;m;48;30;Kilmarnock;Kilmarnock;Kirkmichael;;
AYR;20h;Kilmarnock;26/4238;T.M.Y.;m;65;20;Galston;Galston;Tarbolton;;
AYR;21;Crookedholm;26/4537;W.A.B.;m;68;37;Largs;Largs;Maybole;;
AYR;22;Craigie;26/4232;J.S.;f;56;53;Craigie;Tarbolton;Craigie;;
AYR;23;Sidehead;26/4532;G.D.;m;42;40;Sidehead Crossroads, Hurlford ;–;–;;
AYR;24a;Newmilns;26/5337;R.M .P.;m;65;62;Newmilns;same;same;;
AYR;24b;Newmilns;26/5337;R.W.P.;m;42;10;Darvel;Glasgow, Lanarkshire;Kilmarnock;;
AYR;25;Galston;26/5036;C.D.;f;60;57;Galston;Galston;Strahaven, Lanarkshire;;
AYR;26a;Prestwick;26/3525;M.F.F.;m;68;–;–;Glasgow, Lanarkshire;Mauchline;;
AYR;26b;Prestwick;26/3525;H.G.;m;39;36;Prestwick;Stevenston;Kilmarnock;;
AYR;26c;Prestwick;26/3525;S.W.;m;53;50;Ayr;Straiton;Ayr;;
AYR;27;Annbank Station ;26/4024;J.G.;m;62;51;Whitletts;Ayr;Gatehead;;
AYR;28a;Ayr;26/3422;W.B.D. ;m;73;73;–;–;–;;
AYR;28b;Ayr;26/3422;J.H.B.L.;m;73;73;Ayr;Bo'ness, West Lothian ;Glasgow, Lanarkshire ;;
AYR;28c;Ayr;26/3422;J.M.;m;77;57;Ayr;Whitletts;Ochiltree;;
AYR;28d;Ayr;26/3422;M.M.;f;69;4;Patna;same;same;;
AYR;28e;Ayr;26/3422;A.K.J.M.;f;65;57½;Glasgow, Lanarkshire ;Ayr;Dalrymple;;
AYR;28f;Ayr;26/3422;J.M.;m;69;66;Highfield;West Kilbride ;Whitletts;;
AYR;29;Ayr;26/3521;A.H.H.K.;f;;;;;;;Answers supplied by various people. 
AYR;30a;Mauchline;26/4927;J.C.;m;70;68;Mauchline;same;same;;
AYR;30b;Mauchline;26/4927;J.& E.H.;f;93;80;Mauchline;Tarbolton;Mauchline;;;2;94 & 93
;;;;M.B.;f;90;20;Sorn;Auchinleck;Sorn;;
AYR;31;Annbank;26/4023;M.R.;f;42;39;Annbank;same;same;;
AYR;32;Stair;26/4323;R.T.W.S.;m;61;22;Mauchline;Perth;Ayr;;
AYR;33;Sorn;26/5526;R.J.;m;61;25;Galston;Galston;Glenbuck;;
AYR;34;Ochiltree;26/5021;A.S .;m;74;67;Auchinleck;Auchinleck;Ochiltree;;
AYR;35a;Auchinleck;26/5521;W.D . K.;m;51;48;Auchinleck;Dailly;Girvan;;
AYR;35b;Auchinleck;26/5521;E.M.;f;65;62;Auchonleck;Lugar;Cumnock;;
AYR;36;Cumnock;26/5720;M.R.D.;f;70;30;Cumnock;Montrose, Angus;Montrose, Angus;;
AYR;37;Muirkirk;26/6927;A.W.T.;m;43;30;Muirkirk;Coylton;Blackwood, Lanarkshire ;;
AYR;38;Cronberry;26/6022;J.M.;m;67;–;Auchinleck;–;–;;
AYR;39;Alloway;26/3318;F.P.W.;m;48;5;Ayr;Glasgow, Lanarkshire;Old Cumnock;;
AYR;40;Laurieston;26/4014;R.R.;f;59;35;Sorn;Sorn;Douglas Water;;
AYR;41;Maybole;26/3010;E.M.;f;68;59;Girvan;Girvan;Maybole;;
AYR;42;Coylton;26/4219;M.T.;f;44;40;Coylton;Coylton;Greenock, Renfrewshire ;;
AYR;43;Rankinston;26/4513;T.P.S.;m;55;47;Holytown, Lanarkshire ;Motherwell, Lanarkshire ;Mossend, Lanarkshire  ;;
AYR;44;Garrallan;26/5418;R.W.;m;52;25;Kilmarnock;Ellan, Kincardineshire  ;Drybridge;;
AYR;45;Dalblair;26/6419;M.G.I.;f;58;50;Sanquhar;Cumnock;Sanquhar, Dunfriesshire ;;
AYR;46;New Cumnock ;26/6113;J.T.;m;76;73;New Cumnock;same;same;;
AYR;47;Maidens;26/2108;M.L.H.;f;45;42;Maidens;Maidens;Kirkoswald;;
AYR;48;Kilgrammie (Sch.) ;26/2502;M.M.;f;59;8;Dairy;same;same;;
AYR;49;Dailly;26/2602;S.S.;m;77;73;Dailly;Killinchy, Northern Ireland ;Kilgrammie;;
AYR;50;Rowanston;26/3105;A.A.;m;71;71;Rowanston;Newmilns district ;Rowanston;;
AYR;51;Straiton;26/3804;J.E.;m;74;74;Straiton;Dalmellington;Straiton;;
AYR;52;Dalmellington;26/4806;C.T.;f;68;68;Dalmellington;Isle of Arran, Bute ;Dalmeny, West Lothian ;;
AYR;53a;Girvan;25/1898;G.W.F.;m;69;27;Glasgow, Lanarkshire ;Glasgow, Lanarkshire ;St Ninians, Stirlingshire  ;;
AYR;53b;Girvan;25/1898;J.W. H. ;f;63;60;Girvan;same;same;;
AYR;54;Barr;25/2794;J.M.;m;76;73;Kirkcudbright;Colmonell;Barr;;
AYR;55;Pinwherry (Sch.);25/1986;J.F.P.;f;62;13;Newmilns;Ballantrae;Newmilns;;
AYR;56;Barrhill;25/2382;B.B.;f;57;54;Barrhill;Stranraer;Barrhill;;
AYR;57;Corwar (Sch.) ;25/2880;W.M.;m;75;6;Ballantrae;Sanquhar, Dumfriesshire  ;Ballantrae;;
RENFREW;1a;Gourock;26/2477;H.R.C.;f;66;60;Greenock;Port Glasgow;Port Glasgow;;
RENFREW;1b;Gourock;26/2477;C.L.;f;70;24;Greenock;Loch Sween, Mid-Argyllshire;Isle of Jura, Argyllshire;;
RENFREW;2a;Greenock;26/2875;J.M.B.;m;59;55;Greenock;Greenock;Donegal, Ireland;;
RENFREW;2b;Greenock;26/2875;J.W.C.;m;–;–;–;–;–;;
RENFREW;2c;Greenock;26/2875;N.M.C.;m;67;4;Greenock;Southend, Kintyre, Argyllshire ;Bridgend, Islay, Argyllshire ;;
RENFREW;2d;Greenock;26/2875;A.K.;m;77;77;Greenock;Mull, Argyllshire;Greenock;;
RENFREW;2e;Greenock;26/2875;E.M.;f;88;65;Kilmeny, Islay, Argyllshire ;Islay, Argyllshire;Islay, Argyllshire;;
RENFREW;2f;Greenock;26/2875;A.M.;m;67;65;Greenock;Greenock;Kilmarnock, Ayrshire ;;
RENFREW;2g;Greenock;26/2875;W.M.;m;48;45;Greenock;Liverpool, Lanes.;Greenock;;
RENFREW;2h;Greenock;26/2875;J.N.M.;m;46;30;Greenock;same;same;;
RENFREW;2i;Greenock;26/2875;J.B.S.;m;77;77;Greenock;Ballyconly, Co. Antrim;Ahoghill, Co. Antrim;;
RENFREW;2j;Greenock;26/2875;D.W.S.;m;80;80;Greenock;Glendaruel, Argyllshire ;Greenock;;
RENFREW;3;lnverkip;26/2072;J.A.;m;78;70;Greenock;Isle of Mull, Argyllshire ;Balfron, Stirlingshire;;
RENFREW;4a;Port Glasgow;26/3274;J.H.;m;80;77;Port Glasgow;Greenock;Greenock;;
RENFREW;4b;Port Glasgow;26/3274;M.J.;f;21;18;Port Glasgow;same;same;;
RENFREW;4c;Port Glasgow;26/3274;J.K.;m;74;65;Greenock;Beith, Ayrshire;Beith, Ayrshire;;
RENFREW;4d;Port Glasgow;26/3274;E.D.L.;f;54;51;Port Glasgow;same;same;;
RENFREW;4e;Port Glasgow;26/3274;I.M.;f;52;49;Port Glasgow;Port Glasgow;Yoker nr Glasgow, Lanarkshire ;;
RENFREW;5;Bogside Farm;26/3672;J.D.;m;51;15;Kilmacolm;Jura, Argyllshire;Greenock;;
RENFREW;6;Kilmacolm;26/3569;;f;64;5;Kilmacolm;Glasgow, Lanarkshire;Kilmacolm;;
RENFREW;7;Bridge of Weir;26/3766;–.L.;m/f;;;;;;;Information supplied by  family.
RENFREW;8;Bridge of  Weir;26/3865;R.M.;m;66;30;Paisley;same;same;;
RENFREW;9;Fulwood Mains;26/4367;W.N.Y.;m;73;70;North Mains, Houston;Arran, Bute;Wester Fulwood, Houston ;;
RENFREW;10;Linwood;26/4464;J.W.;m;75;75;Linwood;;;;
RENFREW;11a;Paisley;26/4864;A.H.C.;f;52;49;Paisley;London;Paisley;;
RENFREW;11b;Paisley;26/4864;J.S.C.;f;–;–;–;–;–;;
RENFREW;11c;Paisley;26/4864;G.D.;m;64;60;Paisley;same;same;;
RENFREW;11d;Paisley;26/4864;M.G.;f;45;22;Maybole, Ayrshire;Kilmarnock, Ayrshire;Ayr;;
RENFREW;11e;Paisley;26/4864;J.H.;m;45;42;Paisley;Paisley;Renfrew;;
RENFREW;11f;Paisley;26/4864;T.H.;m;76;76;Paisley;same;same;;
RENFREW;11g;Paisley;26/4864;E.M.H.L.;f;38;35;Paisley;Paisley;Renfrew;;
RENFREW;11h;Paisley;26/4864;J.M.;m;36;16;Paisley;same;same;;
RENFREW;11i;Paisley;26/4864;T.D.M.;m;47;39;Cathcart, Lanarkshire ;Turnberry, Ayrshire ;Irvine, Ayrshire ;;
RENFREW;1lj;Paisley;26/4864;J.M.;m;60;57;Hawkhead, Paisley ;Clachan, Kintyre, Argyllshire ;Paisley;;
RENFREW;11k;Paisley;26/4864;J.W.M.;m;66;63;Paisley;Paisley;Vale of Leven, Dunbartonshire  ;;
RENFREW;11l;Paisley;26/4864;–.S.;f;67;12;Paisley;Aberdeenshire;Fife;;
RENFREW;12a;Kilbarchan;26/4063;C.B.A.;m;71;12;Paisley;same;same;;
RENFREW;12b;Kilbarchan;26/4063;A.W.;m;43;4;Clydebank, Dunbartonshire  ;Sorn, Ayrshire ;Cleland, Lanarkshire  ;;
RENFREW;13a;Johnstone;26/4263;F.E.B.A.;f;56;53;Johnstone;Johnstone;Kilbirnie, Ayrshire ;;
RENFREW;13b;Johnstone;26/4263;J.D.;m;73;73;Johnstone;Johnstone;Co. Cavan, Eire ;;
RENFREW;13c;Johnstone;26/4263;R.W.F.;m;68;12;Paisley;Paisley;Hamilton, Lanarkshire  ;;
RENFREW;13d;Johnstone;26/4263;C.A.S.;m;62;58;Johnstone;same;same;;
RENFREW;14a;Elderslie;26/4463;F.D.;m;44;1;Paisley;Dublin, Eire ;New Cumnock, Ayrshire  ;;
RENFREW;14b;Elderslie;26/4463;T.C.M.;m;55;25;Maybole;Edinburgh, Midlothian ;Maybole;;
RENFREW;15;Thornliebank;26/5459;T.P.S.;m;74;71;Thornliebank ;Barrhead;Thornliebank;;
RENFREW;16a;Renfrew;26/5067;J.N.;m;75;41;Greenock;same;same;;
RENFREW;16b;Renfrew;26/5067;J.S.;m;63;61;Renfrew;Barr, Ayrshire ;–;;
RENFREW;16c;Renfrew;26/5067;J.Y.;f;52;50;Renfrew;Paisley;Renfrew;;
RENFREW;16d;Renfrew;26/5067;J.B.;f;40;24;lnchinnan;Drem, East Lothian ;Renfrew;;
RENFREW;17;Lochwinnoch;26/3558;J.N.;m;66;10;Cleland;same;same;;
;;Lochwinnoch;;J.D.M.;m;75;72;Lochwinnoch;Paisley;Paisley;;
RENFREW;18a;Neilston;26/4757;A.L.;m;44;40;Neilston;Glasgow, Lanarkshire ;Leeds, Yorks.;;
RENFREW;18b;Paisley;26/4757;A.R.T.R.;m;57;38;Paisley;Paisley;Glasgow, Lanarkshire;;
RENFREW;19;Uplawmoor;26/4255;E.B.M.;m;–;41;Edinburgh, Midlothian ;Hawick, Roxburghshire;Dumfries;;
RENFREW;20a;Clarkston;26/5757;J.B.H.;m;70;16;Glasgow, Lanarkshire ;Kilmarnock, Ayrshire ;New Cumnock, Ayrshire ;;
RENFREW;20b;Clarkston;26/5757;C.M.;f;66;63;Busby, Lanarkshire ;Clarkston;Ballymoney, Northern Ireland ;;
RENFREW;21;Newton Mearns ;26/5355;S.T.;m;–;60;Newton Mearns ;Rutherglen, Lanarkshire ;Newton Mearns ;;
LANARK;1;Chryston;26/6870;J.M.;m;64;46;Chryston;Glasgow;Catrina, Ayrshire;;
LANARK;2;Annathill;26/7370;A.F.;m;67;51;Glasgow;Coatbridge;Glasgow;;
LANARK;3;Longriggend;26/8270;J.B.;m;69;69;Longriggend;Co. Antrim, Northern Ireland ;Co. Antrim, Northern Ireland ;;
LANARK;4;Glasgow;26/5965;L.L.H.J.;f;51;48;Glasgow;Singapore;Glasgow;;
LANARK;5;Auchinairn;26/6169;J.B.B.;m;64;9;Saltcoats, Ayrshire;Glasgow, Lanarkshire;Irvine, Ayrshire;;
LANARK;6;Stepps;26/6568;T.M.;m;73;12;Millerston;Stepps;Baillieston;;
LANARK;7a;Rutherglen;26/6161;J.R.B.;f;43;21;Blantyre;Wishaw;Rathen, Aberdeenshire ;;
LANARK;7b;Rutherglen;26/6161;W.A. M.;m;48;40;Glasgow;Liverpool, Lanes.;Old Meldrum, Aberdeenshire ;;
LANARK;7c;Rutherglen;26/6161;J.N.;f;57;17;Coatbridge;Glasgow;Denny, Stirlingshire;;
LANARK;8a;Burnside;26/6260;A.M.L.;f;50;34;Cambuslang;Paisley;Cambuslang;;
LANARK;8b;Burnside;26/6260;T.A.M.;m;71;66;Langridge, Midlothian;Kirkintilloch, Dunbartonshire ;Thornhill, Perthshire ;;
LANARK;9a;Cambuslang;26/6460;J.C.F.;m;71;68;Cambuslang;Glasgow;Cambuslang;;
LANARK;9b;Cambuslang;26/6460;G.M.;m;79;46;Dalmellington, Ayrshire;St Quivox, Ayrshire;Old Cumnock, Ayrshire ;;
LANARK;10a;Uddingston;26/6960;C.M.B.;f;69;69;Blantyre;Troon, Ayrshire;Carluke;;
LANARK;10b;Uddingston;26/6960;M.R.D.;f;53;24;Glasgow;Shilford, Renfrewshire ;Coatbridge;;
LANARK;11;Gartcosh;26/7067;J.M.D.;m;65;46;Ruthwell, Dumfriesshire ;Woodside, Aberdeenshire ;New Machar, Aberdeenshire ;;
LANARK;12;Glenmavis;26/7567;J.M.I.;m;62;62;Glenmavis;Glenmavis                       ;Slamannan, Stirlingshire;;
LANARK;13;Plains;26/7966;J.R.;m;75;62;Kiltarlity Parish Inverness-shire ;Methlick Parish Aberdeenshire ;Parish of Birse;;
LANARK;14a;Coatbridge;26/7265;I.I.P.;f;46;19;Coatbridge;Coatbridge;Muirkirk, Ayrshire;;
LANARK;14b;Coatbridge;26/7265;T.P.;m;59;25;Edinburgh, Midlothian;same;same;;
LANARK;14c;Coatbridge;26/7265;E.C.R.;f;72;–;Coatbridge;Coatbridge;Hurlford, Ayrshire;;
LANARK;14d;Coatbridge;26/7265;J.S.;f;53;53;Coatbridge;Waterside, Dunbartonshire ;Waterside, Dunbartonshire ;;
LANARK;15a;Airdrie;26/7665;J.M.M.;m;62;59;Airdrie;Oban, Argyllshire;Coatbridge;;
LANARK;15b;Airdrie;26/7665;J.P.;m;67;11;Holytown;Holytown;Newhouse;;
LANARK;15c;Airdrie;26/7665;R.S.S.;m;69;23;Fauldhouse, West Lothian ;same;same;;
LANARK;16a;Bargeddie;26/7064;C.M.C.;f;44;41;Bargeddie;Bargeddie;Cleland;;
LANARK;16b;Bargeddie;26/ 7064;R.F.;m;53;27;Balla, Co. Mayo, Eire;Kilsyth, Stirlingshire ;Garnkirk, Lanarkshire;;
LANARK;17;Calderbank;26/7662;M.S.;;80;78;Calderbank;–;Lanarkshire;;
LANARK;18;Bellshill;26/7360;J.N.;m;84;50;Airdrie;same;same;;
LANARK;19;Salsburgh (Sch.);26/8262;W.L.W.;m;51;–;Harthill;Whitburn, West Lothian ;Whitburn, West Lothian ;;
LANARK;20;Harthill;26/9064;A.L.;m;71;68;Harthill;Harthill;Strathaven;;
LANARK;21;Hayhill;26/5953;E.L.;f;37;35;Thornton Hall;East Kilbride;East Kilbride;;
LANARK;22;Low Blantyre;26/6958;W.G.;m;65;15;Glasgow;Glasgow;Barrhead, Renfrewshire ;;
LANARK;23;Auchentibber;26/6755;C.G.;f;77;77;Auchentibber;East Kilbride;Auchentibber;;
LANARK;24;Blantyre;26/6856;J.A.D.;m;58;5;Douglas;Nemphlar;Kirkfieldbank;;
LANARK;25a;Bothwell;26/7058;S.A.;m;54;4;Glasgow;same;same;;
LANARK;25b;Bothwell;26/7058;G.H.;m;55;6½;Hamilton;Hamilton;Muirkirk, Ayrshire;;Completed with the assistance of various local residents.
LANARK;25c;Bothwell;26/7058;M.M.;f;67;50;Glasgow;Taynuilt, Argyllshire;Arrochar, Dunbartonshire ;;
LANARK;25d;Bothwell;26/7058;–.M.;f;;;;;;;Words collected by local senior girls.
LANARK;26a;Carfin;26/7758;J.A.;m;47;35;Newarthill;Cleland;Holytown;;
LANARK;26b;Carfin;26/7758;M.H.;f;53;49;Wilsontown;Carnwath;Fauldhouse, West Lothian ;;
LANARK;27a;Cleland;26/7958;M. L. A.;f;59;59;Cleland;Annan, Dumfries-shire ;Cleland;;
LANARK;27b;Cleland;26/7958;J.C.C.;m;69;66;Cleland;Newmains;Cleland;;
LANARK;28;Bothwellhaugh;26/7257;G.L.;f;42;40;BothwelIhaugh;Blantyre;Liverpool, Lanes.;;
LANARK;29a;Motherwell;26/7557;W.B.;m;82;67;Motherwell;Cleland;Monkland;;
LANARK;29b;Motherwell;26/7557;T.G.;m;42;11;Motherwell;Wishaw;Longford, Eire;;
LANARK;29c;Motherwell;26/7557;J.H.;m;62;45;Mossend;Glasgow;Dudley, Worcs.;;
LANARK;29d;Motherwell;26/7557;J.S.M.;m;83;68;West Lothian;West Lothian;Berwickshire;;
LANARK;29e;Motherwell;26/7557;–.O.;f;75;75;Motherwell;Motherwell;nr. New Stevenston;;
LANARK;29f;Motherwell;26/7557;A.O.;f;71;60;Workington, Cumberland ;Darlington, Co. Durham;Harrington, Cumberland ;;
LANARK;29g;Motherwell;26/7557;–;–;–;–;–;–;–;;
;;Wishaw;26/7955;;;;;;;;;
LANARK;30;Burnbank;26/7056;M.M.;f;61;27;Burnbank;Shotts;Shotts;;
LANARK;31a;Hamilton;26/7255;A.J.C.;m;66;63;Blantyre;Renfrewshire;Blantyre;;
LANARK;31b;Hamilton;26/7255;T.L.;m;52;50;Hamilton;same;same;;
LANARK;31c;Hamilt on;26/7255;J.M.;m;81;54;Edinburgh, Midlothian;Near Cupar, Fife;Edinburgh, Midlothian;;
LANARK;31d;Hamilton;26/7255;J.A.T.;m;69;69;Hamilton;Glassford;Glassford;;
LANARK;32a;Wishaw;26/7955;A.M.B.;f;–;10;–;–;–;;
LANARK;32b;Wishaw;26/7955;E.C.;f;58;40;Falkirk, Stirlingshire;Ceres, Fife;Cupar , Fife;;
LANARK;32c;Wishaw;26/7955;A.H.;m;75;75;Wishaw;same;same;;
LANARK;32d;Wishaw;26/7955;A.A.M.;f;56;40;Kirk of Shotts;Harthill;Shotts;;
